Название товара,Цена,Ссылка на товар
Люстра Блеск 5х40W E14 220 V,7 599 ₽,https://obi.ru/products/ljustra-blesk-5h40w-e14-220-v-5067607
"Бра Freya Basilica Е14, латунь",7 099 ₽,https://obi.ru/products/bra-freya-basilica-e14-latun-5052390
Настенно-потолочный светильник LedoLight Miracle LE 061202-014,4 999 ₽,https://obi.ru/products/nastenno-potolochnyj-svetilnik-ledolight-miracle-le-061202-014-4288411
Потолочная люстра De City Ариадна 105010805,6 549 ₽,https://obi.ru/products/potolochnaja-ljustra-de-city-ariadna-105010805-4807079
"Блок питания для светодиодной ленты Apeyron 03-115 250 Вт 24 В 10,4 А IP67",6 349 ₽,https://obi.ru/products/blok-pitanija-dlja-svetodiodnoj-lenty-apeyron-03-115-250-vt-24-v-10-4-a-ip67-4804639
Патрон подвесной REV 24526 1 E27 поливинилхлорид белый,23 ₽,https://obi.ru/products/patron-podvesnoj-rev-24526-1-e27-polivinilhlorid-belyj-2909661
Люстра FR2025PL-05CH,4 999 ₽,https://obi.ru/products/ljustra-fr2025pl-05ch-5065271
Светильник Sonex COLOR SN 98 пластик/темно-кор. LED 70 Вт NOHAVA BROWN,7 599 ₽,https://obi.ru/products/svetilnik-sonex-color-sn-98-plastik-temno-kor-led-70-vt-nohava-brown-5706278
Люстра ТЕТРО 6хE27х60 Вт белое золото 82х32х25 см,6 899 ₽,https://obi.ru/products/ljustra-tetro-6he27h60-vt-beloe-zoloto-82h32h25-sm-5001298
Спот EGLO VALBIANO 97537,5 699 ₽,https://obi.ru/products/spot-eglo-valbiano-97537-4392874
Настенный светильник ARTE Lamp ELECTRA A8233AP-1BK,6 299 ₽,https://obi.ru/products/nastennyj-svetilnik-arte-lamp-electra-a8233ap-1bk-4811196
Светодиодная лента ЭРА N2835-120-IP67-220V-20m-P 120 шт IP67 220В розовый 20 м,5 699 ₽,https://obi.ru/products/svetodiodnaja-lenta-jera-n2835-120-ip67-220v-20m-p-120-sht-ip67-220v-rozovyj-20-m-4404596
"Светодиодный модуль ЭРА LM-3-840-A1-addl 120LED IP20 12В 3Вт 0,3 м",1 029 ₽,https://obi.ru/products/svetodiodnyj-modul-jera-lm-3-840-a1-addl-120led-ip20-12v-3vt-0-3-m-3324282
Светодиодная лампа ЭРА Стандарт Е14 7 Вт 560 лм 4000 К свеча,107 ₽,https://obi.ru/products/svetodiodnaja-lampa-jera-standart-e14-7-vt-560-lm-4000-k-svecha-3813367
"Светильник потолочный ЭЛЕТЕХ ""Магна"" 151 черн.муар НПБ 01-5х60-161 Е27",7 999 ₽,https://obi.ru/products/svetilnik-potolochnyj-jeleteh-magna-151-chern-muar-npb-01-5h60-161-e27-5072827
Люстра Альфа 5х40W E27 220 V,7 599 ₽,https://obi.ru/products/ljustra-alfa-5h40w-e27-220-v-5067644
Подвесная люстра Vitaluce V4237-1/4 черная 4ХE14Х40Вт,7 799 ₽,https://obi.ru/products/podvesnaja-ljustra-vitaluce-v4237-1-4-chernaja-4he14h40vt-5071310
Подвесной светильник 33 Идеи PND.105.03.03.034.AB-S.01.WH,5 799 ₽,https://obi.ru/products/podvesnoj-svetilnik-33-idei-pnd-105-03-03-034-ab-s-01-wh-4809927
Бра Vitaluce V1794-0/2A белый 2ХE14Х40Вт,4 749 ₽,https://obi.ru/products/bra-vitaluce-v1794-0-2a-belyj-2he14h40vt-4142469
"Люстра ""Норден"" 140 Вт, LED, 220 В (с пультом)",8 599 ₽,https://obi.ru/products/ljustra-norden-140-vt-led-220-v-s-pultom-5729634
Настольная лампа декоративная EGLO FAMBOROUGH 43415 E27,6 199 ₽,https://obi.ru/products/nastolnaja-lampa-dekorativnaja-eglo-famborough-43415-e27-4788071
5658/36CL LEDIO LN23 серый Люстра потолочная LED 36W 220V EVIN,7 399 ₽,https://obi.ru/products/5658-36cl-ledio-ln23-seryj-ljustra-potolochnaja-led-36w-220v-evin-5068926
Светильник Sonex COLOR SN 98 пластик/темно-кор. LED 70 Вт NOHAVA BROWN 7670/EL,7 599 ₽,https://obi.ru/products/svetilnik-sonex-color-sn-98-plastik-temno-kor-led-70-vt-nohava-brown-7670-el-5706279
Подвес Vitaluce V4251-9/1S черный 1ХE27Х60Вт,3 479 ₽,https://obi.ru/products/podves-vitaluce-v4251-9-1s-chernyj-1he27h60vt-4142360
Патрон накладной REV 24541 4 E27 пластик белый,34 ₽,https://obi.ru/products/patron-nakladnoj-rev-24541-4-e27-plastik-belyj-2909794
Патрон подвесной REV 24527 8 Е27 пластик черный,23 ₽,https://obi.ru/products/patron-podvesnoj-rev-24527-8-e27-plastik-chernyj-2909802
Подвес одинарный EGLO CARDIGAN 1 x 60 Вт x E27 патина,2 999 ₽,https://obi.ru/products/podves-odinarnyj-eglo-cardigan-1-x-60-vt-x-e27-patina-3758026
Светильник потолочный светодиодный ЭРА Relict белый,4 079 ₽,https://obi.ru/products/svetilnik-potolochnyj-svetodiodnyj-jera-relict-belyj-5067966
Бра Vitaluce V3232/1A бежевый 1ХE14Х60Вт,1 499 ₽,https://obi.ru/products/bra-vitaluce-v3232-1a-bezhevyj-1he14h60vt-3438918
Патрон подвесной REV 24523 0 E14 поливинилхлорид черный,20 ₽,https://obi.ru/products/patron-podvesnoj-rev-24523-0-e14-polivinilhlorid-chernyj-2909703
Светильник под патрон (люстра) Leek LE CH SALEM Е27x3,7 249 ₽,https://obi.ru/products/svetilnik-pod-patron-ljustra-leek-le-ch-salem-e27x3-5061902
Светодиодный светильник Vitaluce V3045-0/3S белый LEDХ20ВтХ3900-4200К,7 799 ₽,https://obi.ru/products/svetodiodnyj-svetilnik-vitaluce-v3045-0-3s-belyj-ledh20vth3900-4200k-5071342
Бра ARTE Lamp GEMELLI A2150AP-1WG,4 949 ₽,https://obi.ru/products/bra-arte-lamp-gemelli-a2150ap-1wg-4578894
Подвесная люстра Vitaluce V4785-1/3S черная 3ХE27Х40Вт,5 849 ₽,https://obi.ru/products/podvesnaja-ljustra-vitaluce-v4785-1-3s-chernaja-3he27h40vt-4580387
Потолочный светильник встраиваемый ЭРА LED Б0031154,197 ₽,https://obi.ru/products/potolochnyj-svetilnik-vstraivaemyj-jera-led-b0031154-4393971
Подвесная люстра Vitaluce V4237-0/4 белая 4ХE14Х40Вт,7 799 ₽,https://obi.ru/products/podvesnaja-ljustra-vitaluce-v4237-0-4-belaja-4he14h40vt-5071309
Потолочная люстра De Markt Альфа 324015403,4 449 ₽,https://obi.ru/products/potolochnaja-ljustra-de-markt-alfa-324015403-4579397
"Люстра РОССвет потолочная Гермиона LED РС22858, белый",5 299 ₽,https://obi.ru/products/ljustra-rossvet-potolochnaja-germiona-led-rs22858-belyj-5058062
Торшер Vitaluce V2957-1/1P черный 1ХE27Х40Вт,6 799 ₽,https://obi.ru/products/torsher-vitaluce-v2957-1-1p-chernyj-1he27h40vt-5052477
Уличный светильник EGLO RAVELLO 98723 IP44,6 399 ₽,https://obi.ru/products/ulichnyj-svetilnik-eglo-ravello-98723-ip44-4754255
Патрон настенный REV 24537 7 Е27 белый,29 ₽,https://obi.ru/products/patron-nastennyj-rev-24537-7-e27-belyj-2909646
Потолочная люстра J-Light Dallas 1060/4C,3 299 ₽,https://obi.ru/products/potolochnaja-ljustra-j-light-dallas-1060-4c-4096228
Настенный светильник ARTE Lamp ELECTRA A8233AP-1WH,6 299 ₽,https://obi.ru/products/nastennyj-svetilnik-arte-lamp-electra-a8233ap-1wh-4811188
Светодиодная лампа ЭРА Стандарт E14 11 Вт 880 лм 2700 К свеча,145 ₽,https://obi.ru/products/svetodiodnaja-lampa-jera-standart-e14-11-vt-880-lm-2700-k-svecha-4294401
Светодиодная лента Apeyron Electrics SMD 5050 60LED IP44 220В 12Вт 5 м,4 449 ₽,https://obi.ru/products/svetodiodnaja-lenta-apeyron-electrics-smd-5050-60led-ip44-220v-12vt-5-m-4410304
"Подвес VALECROSIA 99081 1x40W(E27), Ø420, H1100, сталь, черный, белый",7 599 ₽,https://obi.ru/products/podves-valecrosia-99081-1x40w-e27-o420-h1100-stal-chernyj-belyj-5070703
Подвес зеленый провод 3хЕ27х75 Вт белый 112x23 см,7 249 ₽,https://obi.ru/products/podves-zelenyj-provod-3he27h75-vt-belyj-112x23-sm-5001782
Светодиодная лампа ЭРА Стандарт E27 25 Вт 2000 лм 4000 К груша,209 ₽,https://obi.ru/products/svetodiodnaja-lampa-jera-standart-e27-25-vt-2000-lm-4000-k-grusha-4294484
Светодиодная лампа ЭРА A55 E27 6 Вт 480 лм 4000 К груша,65 ₽,https://obi.ru/products/svetodiodnaja-lampa-jera-a55-e27-6-vt-480-lm-4000-k-grusha-3842382
Свет-к с/д (люстра) LE LED CH MELODY (1),6 899 ₽,https://obi.ru/products/svet-k-s-d-ljustra-le-led-ch-melody-1-5068925
Профиль для светодиодной ленты ЭРА САВ280 угловой 2 м серебряный,679 ₽,https://obi.ru/products/profil-dlja-svetodiodnoj-lenty-jera-sav280-uglovoj-2-m-serebrjanyj-4404794
Настенно-потолочный светильник Sonex LONA 3020/CL,3 229 ₽,https://obi.ru/products/nastenno-potolochnyj-svetilnik-sonex-lona-3020-cl-4606984
Потолочная люстра Vitaluce V4355-0/3PL белая 3ХE14Х40Вт,3 399 ₽,https://obi.ru/products/potolochnaja-ljustra-vitaluce-v4355-0-3pl-belaja-3he14h40vt-4142436
"Люстра ""Норден"" 88 Вт, LED, 220 В (с пультом)",8 399 ₽,https://obi.ru/products/ljustra-norden-88-vt-led-220-v-s-pultom-5729635
Уличный светильник EGLO LATERNA 5 22995 60 Вт E27 IP44,6 649 ₽,https://obi.ru/products/ulichnyj-svetilnik-eglo-laterna-5-22995-60-vt-e27-ip44-4927034
Линейный светодиодный светильник ЭРА LLED-01-12W-4000-W 12Вт 1000Лм 4000К 872 мм,599 ₽,https://obi.ru/products/linejnyj-svetodiodnyj-svetilnik-jera-lled-01-12w-4000-w-12vt-1000lm-4000k-872-mm-4404984
Подвес EGLO 1x40ВтxE27 oilell черный 1100х190 мм,6 699 ₽,https://obi.ru/products/podves-eglo-1x40vtxe27-oilell-chernyj-1100h190-mm-5001353
Светильник уличный Eglo Aloria 93406 черный 1 х 60 Вт,1 999 ₽,https://obi.ru/products/svetilnik-ulichnyj-eglo-aloria-93406-chernyj-1-h-60-vt-3630910
Уличный подвес NOVOTECH Carrello street 358288 IP65 серый,5 799 ₽,https://obi.ru/products/ulichnyj-podves-novotech-carrello-street-358288-ip65-seryj-4784419
Патрон подвесной REV 24529 2 E27 поливинилхлорид черный,20 ₽,https://obi.ru/products/patron-podvesnoj-rev-24529-2-e27-polivinilhlorid-chernyj-2909687
Патрон подвесной REV 24525 4 E14 пластик черный,20 ₽,https://obi.ru/products/patron-podvesnoj-rev-24525-4-e14-plastik-chernyj-2909828
Патрон накладной REV 24538 4 E27 поливинилхлорид черный,29 ₽,https://obi.ru/products/patron-nakladnoj-rev-24538-4-e27-polivinilhlorid-chernyj-2909745
Потолочный светильник Ledio с ПДУ LED 55W 3000-6000К 220V KALIFA,7 999 ₽,https://obi.ru/products/potolochnyj-svetilnik-ledio-s-pdu-led-55w-3000-6000k-220v-kalifa-5728464
"Светильник настенно-потолочный Rivoli Liese белый 45,5X8X15",6 399 ₽,https://obi.ru/products/svetilnik-nastenno-potolochnyj-rivoli-liese-belyj-45-5x8x15-5066522
Свет-к под патрон (люстра) LE CH JANIS E27x3 (1),7 399 ₽,https://obi.ru/products/svet-k-pod-patron-ljustra-le-ch-janis-e27x3-1-5068896
"Светильник подвесной Rivoli Yasmin хром, прозрачный 12,8Х80",7 199 ₽,https://obi.ru/products/svetilnik-podvesnoj-rivoli-yasmin-hrom-prozrachnyj-12-8h80-5068808
Люстра Merope 4хE27х40 Вт черная 28х27х49 см,6 799 ₽,https://obi.ru/products/ljustra-merope-4he27h40-vt-chernaja-28h27h49-sm-5001623
Трансформатор понижающий Navigator 220-12 В 105 Вт,999 ₽,https://obi.ru/products/transformator-ponizhajuschij-navigator-220-12-v-105-vt-3855202
Потолочный светильник Ledio с ПДУ LED 65W 3000-6000К 220V ALBERTA,7 999 ₽,https://obi.ru/products/potolochnyj-svetilnik-ledio-s-pdu-led-65w-3000-6000k-220v-alberta-5728467
Бра EGLO RAMPSIDE 43197,5 749 ₽,https://obi.ru/products/bra-eglo-rampside-43197-4803599
Подвесной светильник 33 Идеи PND.105.03.03.004.DC-S.01.WH,5 399 ₽,https://obi.ru/products/podvesnoj-svetilnik-33-idei-pnd-105-03-03-004-dc-s-01-wh-4809943
Свет-к под патрон (люстра) LE CH SIMONA E27x6 (1),6 999 ₽,https://obi.ru/products/svet-k-pod-patron-ljustra-le-ch-simona-e27x6-1-5067896
Потолочная люстра De Markt Ариадна 450019703,4 999 ₽,https://obi.ru/products/potolochnaja-ljustra-de-markt-ariadna-450019703-4579314
Подвесная люстра Vitaluce V4258-1/3S черная 3ХE27Х40Вт,5 549 ₽,https://obi.ru/products/podvesnaja-ljustra-vitaluce-v4258-1-3s-chernaja-3he27h40vt-4809422
Патрон подвесной REV 24528 5 E27 поливинилхлорид белый,25 ₽,https://obi.ru/products/patron-podvesnoj-rev-24528-5-e27-polivinilhlorid-belyj-2909679
Патрон подвесной REV 24522 3 E14 пластик белый,20 ₽,https://obi.ru/products/patron-podvesnoj-rev-24522-3-e14-plastik-belyj-2909836
Подвесной светильник FR5179PL-04B,7 199 ₽,https://obi.ru/products/podvesnoj-svetilnik-fr5179pl-04b-5066401
Патрон накладной REV 24539 1 E27 поливинилхлорид белый,29 ₽,https://obi.ru/products/patron-nakladnoj-rev-24539-1-e27-polivinilhlorid-belyj-2909729
"Светильник настенно-потолочный Rivoli Belladonna черный, золото 48X21X16",6 699 ₽,https://obi.ru/products/svetilnik-nastenno-potolochnyj-rivoli-belladonna-chernyj-zoloto-48x21x16-5066523
Патрон накладной REV 24536 0 E27 поливинилхлорид черный,29 ₽,https://obi.ru/products/patron-nakladnoj-rev-24536-0-e27-polivinilhlorid-chernyj-2909653
"Светильник подвесной ALGEDI, LEDX45ВТX1500LM, 3000-7000K",6 999 ₽,https://obi.ru/products/svetilnik-podvesnoj-algedi-ledx45vtx1500lm-3000-7000k-5075493
Трансформатор понижающий Navigator 220-12 В 60 Вт,829 ₽,https://obi.ru/products/transformator-ponizhajuschij-navigator-220-12-v-60-vt-3855145
Бра MW-Light Аделард 642023401,4 079 ₽,https://obi.ru/products/bra-mw-light-adelard-642023401-4376026
"Люстра ""Норден"" 134 Вт, LED, 220 В (с пультом)",7 999 ₽,https://obi.ru/products/ljustra-norden-134-vt-led-220-v-s-pultom-5729633
Бра Vitaluce V1180/1A белый 1ХE14Х40Вт,2 899 ₽,https://obi.ru/products/bra-vitaluce-v1180-1a-belyj-1he14h40vt-3872363
Светильник подвесной ARTE Lamp Ran A3162SP-1BK GU10x50 Вт,5 599 ₽,https://obi.ru/products/svetilnik-podvesnoj-arte-lamp-ran-a3162sp-1bk-gu10x50-vt-4811097
Светодиодная лампа ЭРА Стандарт B35 E14 11 Вт 880 лм 4000 К свеча,145 ₽,https://obi.ru/products/svetodiodnaja-lampa-jera-standart-b35-e14-11-vt-880-lm-4000-k-svecha-4294419
Патрон подвесной REV 24534 6 E27 поливинилхлорид черный,29 ₽,https://obi.ru/products/patron-podvesnoj-rev-24534-6-e27-polivinilhlorid-chernyj-2909711
Светильник хром окантовка LED NAVIGATOR 72Вт накладной с пультом,5 099 ₽,https://obi.ru/products/svetilnik-hrom-okantovka-led-navigator-72vt-nakladnoj-s-pultom-5067481
"Светодиодный модуль ЭРА LM-5-840-I1 120LED IP20 12В 5Вт 0,5 м",2 814 ₽,https://obi.ru/products/svetodiodnyj-modul-jera-lm-5-840-i1-120led-ip20-12v-5vt-0-5-m-3857372
Подвесная люстра Vitaluce V4258-0/3S белая 3ХE27Х40Вт,5 549 ₽,https://obi.ru/products/podvesnaja-ljustra-vitaluce-v4258-0-3s-belaja-3he27h40vt-4809414
Подвесной светильник ODEON LIGHT KLUM 4694/1,4 829 ₽,https://obi.ru/products/podvesnoj-svetilnik-odeon-light-klum-4694-1-4579710
Светодиодный светильник Vitaluce V4691-1/1S черный LEDХ18ВтХ3900-4200К,7 199 ₽,https://obi.ru/products/svetodiodnyj-svetilnik-vitaluce-v4691-1-1s-chernyj-ledh18vth3900-4200k-5071339
Бра EGLO VISERBELLA 97645,5 749 ₽,https://obi.ru/products/bra-eglo-viserbella-97645-4807301
Светодиодный светильник Vitaluce V4691-0/1S белый LEDХ18ВтХ3900-4200К,7 199 ₽,https://obi.ru/products/svetodiodnyj-svetilnik-vitaluce-v4691-0-1s-belyj-ledh18vth3900-4200k-5071338
Люстра потолочная Ritter 52382 с пультом ДУ,4 979 ₽,https://obi.ru/products/ljustra-potolochnaja-ritter-52382-s-pultom-du-4830584
Шинопровод WML-TR2/02B однофазный трековый магнитный 2 м,6 599 ₽,https://obi.ru/products/shinoprovod-wml-tr2-02b-odnofaznyj-trekovyj-magnitnyj-2-m-5000791
Потолочный встраиваемый светильник ЭРА Б0017486,379 ₽,https://obi.ru/products/potolochnyj-vstraivaemyj-svetilnik-jera-b0017486-3894342
RIVOLI JULIA 6080-108 С ПУЛЬТОМ 80 ВТ 4000К,6 949 ₽,https://obi.ru/products/rivoli-julia-6080-108-s-pultom-80-vt-4000k-5073450
Люстра потолочная 5xE27x60 Вт металлическая золотая 55x55x30 см,6 049 ₽,https://obi.ru/products/ljustra-potolochnaja-5xe27x60-vt-metallicheskaja-zolotaja-55x55x30-sm-5001242
"Блок питания для светодиодной ленты Apeyron 03-108 250 Вт 12 В 20,83 А IP67",5 399 ₽,https://obi.ru/products/blok-pitanija-dlja-svetodiodnoj-lenty-apeyron-03-108-250-vt-12-v-20-83-a-ip67-4804654
Бра EGLO PASTERI 94925,4 599 ₽,https://obi.ru/products/bra-eglo-pasteri-94925-4803565
"Светильник потолочный Sonex Setta Led 7630/DL с ДУ, 48Вт",6 499 ₽,https://obi.ru/products/svetilnik-potolochnyj-sonex-setta-led-7630-dl-s-du-48vt-5052625
Спот ARTE Lamp ELLE A1909PL-1WH,1 849 ₽,https://obi.ru/products/spot-arte-lamp-elle-a1909pl-1wh-4303764
"Светильник потолочный ЭЛЕТЕХ ""Викинг"" 141 черн.муар НПБ 01-4х60-128 Е27",6 749 ₽,https://obi.ru/products/svetilnik-potolochnyj-jeleteh-viking-141-chern-muar-npb-01-4h60-128-e27-5072825
Подвес Vitaluce V5151-1/1S черный 1ХE14Х40Вт,3 299 ₽,https://obi.ru/products/podves-vitaluce-v5151-1-1s-chernyj-1he14h40vt-4096160
Люстра Торес 6х40W E27 220 V чёрная,7 999 ₽,https://obi.ru/products/ljustra-tores-6-40w-e27-220-v-5726706
Подвесной светильник LUMION GILLIAN 4589/1,3 999 ₽,https://obi.ru/products/podvesnoj-svetilnik-lumion-gillian-4589-1-4808028
Люстра led 5x111w бел сопрано пульт 3-6к,5 249 ₽,https://obi.ru/products/ljustra-led-5x111w-bel-soprano-pult-3-6k-5072823
Подвесной светильник EGLO PINTO GOLD 97651,4 199 ₽,https://obi.ru/products/podvesnoj-svetilnik-eglo-pinto-gold-97651-4375374
Настенно-потолочный светильник Navigator NLF-C-002-01 с пультом ДУ,4 149 ₽,https://obi.ru/products/nastenno-potolochnyj-svetilnik-navigator-nlf-c-002-01-s-pultom-du-4695730
Люстра Дэла 5х60W E27 220 V белая,7 999 ₽,https://obi.ru/catalog/product/view/id/581834
Люстра потолочная 3хE14х60 Вт металлическая коричневая 44x44x23 см,6 049 ₽,https://obi.ru/products/ljustra-potolochnaja-3he14h60-vt-metallicheskaja-korichnevaja-44x44x23-sm-5001240
"Подвес NIBBIA 92941, 1X40W (E14), белый",1 549 ₽,https://obi.ru/products/podves-nibbia-92941-1x40w-e14-belyj-3663770
Профиль для светодиодной ленты Apeyron Electrics 08-10 2 м серебристый,999 ₽,https://obi.ru/products/profil-dlja-svetodiodnoj-lenty-apeyron-electrics-08-10-2-m-serebristyj-4410478
Шинопровод WML-TR2/01B однофазный трековый магнитный 2 м,6 599 ₽,https://obi.ru/products/shinoprovod-wml-tr2-01b-odnofaznyj-trekovyj-magnitnyj-2-m-5001417
Люстра 2х40WхE27 redcliffe черный,6 999 ₽,https://obi.ru/products/ljustra-2h40whe27-redcliffe-chernyj-5067586
Светодиодная лампа ЭРА ЭКО E27 6 Вт 480 лм 4000 К шар,72 ₽,https://obi.ru/products/svetodiodnaja-lampa-jera-jeko-e27-6-vt-480-lm-4000-k-shar-4294211
Подвесной светильник 33 идеи черный/медь 3xЕ27x75 Вт,6 749 ₽,https://obi.ru/products/podvesnoj-svetilnik-33-idei-chernyj-med-3xe27x75-vt-5071120
Линейный светильник светодиодный Navigator NEL-S2-15-4K-LED 15 Вт 100 см,5 299 ₽,https://obi.ru/products/linejnyj-svetilnik-svetodiodnyj-navigator-nel-s2-15-4k-led-15-vt-100-sm-4771739
Люстра Нежность 5х60W E27 220 V,5 799 ₽,https://obi.ru/products/ljustra-nezhnost-5h60w-e27-220-v-5067612
Светильник подвесной Rivoli Xenobia белый,6 749 ₽,https://obi.ru/products/svetilnik-podvesnoj-rivoli-xenobia-belyj-5068802
Потолочный светильник Ledio с ПДУ LED 60W 3000-6000К 220V ALBERTA,7 599 ₽,https://obi.ru/products/potolochnyj-svetilnik-ledio-s-pdu-led-60w-3000-6000k-220v-alberta-5728466
"5650/6C COMFI LN23 белый, золотой Люстра потолочная E27 6*60W 220V ODELL",5 299 ₽,https://obi.ru/products/5650-6c-comfi-ln23-belyj-zolotoj-ljustra-potolochnaja-e27-6-60w-220v-odell-5068921
Свет-к под патрон (люстра) LE CH LUCIA E14x4 (1),6 899 ₽,https://obi.ru/products/svet-k-pod-patron-ljustra-le-ch-lucia-e14x4-1-5068899
Лампа накаливания Navigator NI-V Е27 60 Вт 210 лм трубка,559 ₽,https://obi.ru/products/lampa-nakalivanija-navigator-ni-v-e27-60-vt-210-lm-trubka-4044467
Настольная лампа декоративная EGLO LYNTON 49111,4 199 ₽,https://obi.ru/products/nastolnaja-lampa-dekorativnaja-eglo-lynton-49111-4366209
Люстра DE CITY 5хE14х60 Вт белая 53х53х70 см,5 199 ₽,https://obi.ru/products/ljustra-de-city-5he14h60-vt-belaja-53h53h70-sm-5001718
Светильник подвесной ARTE Lamp Ran A3162SP-1PB GU10x50 Вт,5 599 ₽,https://obi.ru/products/svetilnik-podvesnoj-arte-lamp-ran-a3162sp-1pb-gu10x50-vt-4811105
Светильник светодиодный потолочный EGLO FUEVA 5 99269 20 Вт 2300 Лм,5 399 ₽,https://obi.ru/products/svetilnik-svetodiodnyj-potolochnyj-eglo-fueva-5-99269-20-vt-2300-lm-4831822
Потолочный светильник Leek CLL LE 061202-012 с пультом ДУ,3 999 ₽,https://obi.ru/products/potolochnyj-svetilnik-leek-cll-le-061202-012-s-pultom-du-4289906
"Подвес Lumion Beatris 3xE27х40 Вт 32x32x27 см, золотистый",6 399 ₽,https://obi.ru/products/podves-lumion-beatris-3xe27h40-vt-32x32x27-sm-zolotistyj-5001775
Уличный прожектор GLANZEN PRO-0020-200 IP 66,4 999 ₽,https://obi.ru/products/ulichnyj-prozhektor-glanzen-pro-0020-200-ip-66-4767810
Шинопровод для трековой системы ARTE Lamp A530233 2000x40 мм IP20 белый,1 699 ₽,https://obi.ru/products/shinoprovod-dlja-trekovoj-sistemy-arte-lamp-a530233-2000x40-mm-ip20-belyj-4298154
Бра EGLO PASTERI 94924,4 599 ₽,https://obi.ru/products/bra-eglo-pasteri-94924-4804704
Люстра led 3х73w бел баритон пульт 3-6к,4 449 ₽,https://obi.ru/products/ljustra-led-3h73w-bel-bariton-pult-3-6k-5072821
Потолочная люстра De City Тетро 673016903,4 199 ₽,https://obi.ru/products/potolochnaja-ljustra-de-city-tetro-673016903-4806857
Свет-к под патрон (люстра) LE CH ARTGLASS E14x4 (1),6 899 ₽,https://obi.ru/products/svet-k-pod-patron-ljustra-le-ch-artglass-e14x4-1-5068897
Настенно-потолочный светильник ARTE Lamp Aqua-tablet A6047PL-2AB,3 899 ₽,https://obi.ru/products/nastenno-potolochnyj-svetilnik-arte-lamp-aqua-tablet-a6047pl-2ab-4395398
Шинопровод для трековой системы ARTE Lamp A530206 1000x40 мм черный,1 299 ₽,https://obi.ru/products/shinoprovod-dlja-trekovoj-sistemy-arte-lamp-a530206-1000x40-mm-chernyj-4298139
Подвес Vitaluce V1770-0/1S белый 1ХE27Х60Вт,5 449 ₽,https://obi.ru/products/podves-vitaluce-v1770-0-1s-belyj-1he27h60vt-4809356
Светодиодная лампа ЭРА Стандарт E27 25 Вт 2000 лм 2700 К груша,209 ₽,https://obi.ru/products/svetodiodnaja-lampa-jera-standart-e27-25-vt-2000-lm-2700-k-grusha-4294476
Настольная лампа для рабочего стола ЭРА N-121 Е27 40 Вт на струбцине белая,1 479 ₽,https://obi.ru/products/nastolnaja-lampa-dlja-rabochego-stola-jera-n-121-e27-40-vt-na-strubcine-belaja-1899996
"Светильник настенно-потолочный Rivoli Anselma белый, коричневый 45,5X8X16",5 899 ₽,https://obi.ru/products/svetilnik-nastenno-potolochnyj-rivoli-anselma-belyj-korichnevyj-45-5x8x16-5066520
Встраиваемый спот NOVOTECH VINTAGE 369856,999 ₽,https://obi.ru/products/vstraivaemyj-spot-novotech-vintage-369856-3580438
Спот ARTE Lamp Almach A1906PL-4WH,4 579 ₽,https://obi.ru/products/spot-arte-lamp-almach-a1906pl-4wh-4737292
Бра De Markt Бриз 111023402,4 629 ₽,https://obi.ru/products/bra-de-markt-briz-111023402-4579546
"Светодиодная лампа Wolta STANDART E27 7,5 Вт 625 лм 4000 К шар",163 ₽,https://obi.ru/products/svetodiodnaja-lampa-wolta-standart-e27-7-5-vt-625-lm-4000-k-shar-4296794
Светильник настенно-потолочный Rivoli Perlita серый 46X18X18,6 299 ₽,https://obi.ru/products/svetilnik-nastenno-potolochnyj-rivoli-perlita-seryj-46x18x18-5066521
Люстра ТЕТРО 4хE27х60 Вт белое золото 50х28х25 см,5 999 ₽,https://obi.ru/products/ljustra-tetro-4he27h60-vt-beloe-zoloto-50h28h25-sm-5001297
"Светодиодный модуль ЭРА LM-8-840-A1-addl 120LED IP20 12В 8Вт белый 0,8 м",1 699 ₽,https://obi.ru/products/svetodiodnyj-modul-jera-lm-8-840-a1-addl-120led-ip20-12v-8vt-belyj-0-8-m-3857265
Потолочная люстра Vitaluce V4196-0/6PL белая 6ХE27Х40Вт,3 999 ₽,https://obi.ru/products/potolochnaja-ljustra-vitaluce-v4196-0-6pl-belaja-6he27h40vt-4809398
"Блок питания для светодиодной ленты Apeyron Electrics 03-49 100 Вт 12 В 8,3 А",1 329 ₽,https://obi.ru/products/blok-pitanija-dlja-svetodiodnoj-lenty-apeyron-electrics-03-49-100-vt-12-v-8-3-a-4410080
Спот Vitaluce V4313-1/2PL черный 2ХE27Х60Вт,4 299 ₽,https://obi.ru/products/spot-vitaluce-v4313-1-2pl-chernyj-2he27h60vt-4393104
Люстра потолочная Rivoli Tammy белый,4 179 ₽,https://obi.ru/products/ljustra-potolochnaja-rivoli-tammy-belyj-5068792
Светильник потолочный светодиодный RIVOLI ANDREA ВТ 4000К - 6000К LED МОДЕРН,6 499 ₽,https://obi.ru/products/svetilnik-potolochnyj-svetodiodnyj-rivoli-andrea-vt-4000k-6000k-led-modern-5073451
Люстра Акцент 5х60W E27 220 V,6 499 ₽,https://obi.ru/products/ljustra-akcent-5h60w-e27-220-v-5067609
Настольная лампа для рабочего стола ЭРА NLED-474 10 Вт черная,3 999 ₽,https://obi.ru/products/nastolnaja-lampa-dlja-rabochego-stola-jera-nled-474-10-vt-chernaja-4366803
